Format Version,1.1,Take Name,Take 2026-06-19 04.10.03 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-06-19 04.10.03.102 PM,Total Frames,36281,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker-10000,Marker-10000,Marker-10000,Marker-10001,Marker-10001,Marker-10001,Marker-10002,Marker-10002,Marker-10002
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702712","8392B20CF49E35702712","8392B20CF49E35702712"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
31318,260.983333,-1.495554,1.378212,0.996722,-1.515113,1.389057,0.973862,-1.538267,1.389375,0.994963
31319,260.991667,-1.495736,1.378049,0.997510,-1.515281,1.388997,0.974685,-1.538490,1.389166,0.995761
31320,261.000000,-1.495930,1.377840,0.998382,-1.515505,1.388931,0.975594,-1.538686,1.388946,0.996656
31321,261.008333,-1.496089,1.377641,0.999324,-1.515684,1.388810,0.976582,-1.538837,1.388679,0.997657
31322,261.016667,-1.496241,1.377381,1.000271,-1.515807,1.388715,0.977594,-1.539046,1.388460,0.998628
31323,261.025000,-1.496403,1.377162,1.001280,-1.515974,1.388601,0.978661,-1.539182,1.388186,0.999722
31324,261.033333,-1.496598,1.376912,1.002370,-1.516155,1.388436,0.979828,-1.539405,1.387914,1.000837
31325,261.041667,-1.496927,1.376669,1.003549,-1.516515,1.388289,0.981093,-1.539762,1.387535,1.002087
31326,261.050000,-1.497455,1.376512,1.004801,-1.517063,1.388204,0.982399,-1.540303,1.387178,1.003412
31327,261.058333,-1.498134,1.376347,1.006023,-1.517806,1.388109,0.983692,-1.541060,1.386854,1.004658
31328,261.066667,-1.499094,1.376296,1.007272,-1.518796,1.388065,0.984973,-1.542052,1.386566,1.005909
31329,261.075000,-1.500191,1.376249,1.008377,-1.519980,1.388026,0.986149,-1.543220,1.386253,1.007071
31330,261.083333,-1.501448,1.376235,1.009471,-1.521251,1.387995,0.987312,-1.544533,1.385930,1.008159
31331,261.091667,-1.502801,1.376228,1.010535,-1.522665,1.387936,0.988360,-1.545962,1.385635,1.009165
31332,261.100000,-1.504201,1.376279,1.011450,-1.524264,1.388172,0.989193,-1.547406,1.385345,1.010092
31333,261.108333,-1.505707,1.376393,1.012175,-1.525634,1.387999,0.990014,-1.548953,1.385098,1.010742
31334,261.116667,-1.507004,1.376626,1.013127,-1.527102,1.387946,0.990620,-1.550454,1.384892,1.011313
31335,261.125000,-1.508297,1.376296,1.013752,-1.528516,1.387992,0.991145,-1.551841,1.384743,1.011793
31336,261.133333,-1.509627,1.376456,1.014070,-1.529944,1.388062,0.991515,-1.553234,1.384569,1.012114
31337,261.141667,-1.510921,1.376680,1.014248,-1.531287,1.388107,0.991708,-1.554602,1.384447,1.012258
31338,261.150000,-1.512142,1.376886,1.014305,-1.532560,1.388180,0.991730,-1.555890,1.384349,1.012343
31339,261.158333,-1.513332,1.377108,1.014225,-1.533803,1.388281,0.991624,-1.557035,1.384308,1.012270
31340,261.166667,-1.514459,1.377308,1.014141,-1.534999,1.388353,0.991533,-1.558227,1.384214,1.012083
31341,261.175000,-1.515600,1.377572,1.013993,-1.536224,1.388466,0.991376,-1.559448,1.384155,1.011901
31342,261.183333,-1.516779,1.377842,1.013865,-1.537451,1.388524,0.991161,-1.560693,1.384129,1.011657
31343,261.191667,-1.517988,1.378133,1.013697,-1.538734,1.388664,0.990980,-1.561971,1.384042,1.011452
31344,261.200000,-1.519065,1.378496,1.013607,-1.540001,1.388760,0.990703,-1.563229,1.384068,1.011139
31345,261.208333,-1.520440,1.378733,1.013116,-1.541461,1.388928,0.990063,-1.564469,1.384097,1.010696
31346,261.216667,-1.521742,1.379167,1.012523,-1.542830,1.389048,0.989517,-1.565801,1.384116,1.010177
31347,261.225000,-1.523103,1.379513,1.011956,-1.544588,1.390939,0.990577,-1.567181,1.384142,1.009521
31348,261.233333,-1.524917,1.380292,1.010892,-1.546605,1.395809,0.990719,-1.568691,1.384122,1.008779
31349,261.241667,-1.526414,1.380633,1.010116,,,,-1.570203,1.384120,1.008041
31350,261.250000,-1.527959,1.381009,1.009347,,,,-1.571734,1.384170,1.007298
31351,261.258333,-1.529624,1.381373,1.008515,,,,-1.572926,1.384563,1.007252
31352,261.266667,-1.531020,1.381317,1.008176,,,,-1.574747,1.384485,1.006379
31353,261.275000,-1.532933,1.381750,1.007244,,,,-1.576669,1.384462,1.005440
31354,261.283333,-1.535280,1.382650,1.006010,,,,-1.579256,1.383985,1.003573
31355,261.291667,-1.537616,1.382956,1.004904,,,,-1.580983,1.384258,1.003511
31356,261.300000,-1.539829,1.383354,1.004168,,,,-1.583828,1.383651,1.001671
31357,261.308333,-1.541904,1.383195,1.003610,,,,-1.586345,1.383649,1.000616
31358,261.316667,-1.544419,1.383515,1.002482,,,,-1.588793,1.383394,0.999595
31359,261.325000,-1.546924,1.383820,1.001369,,,,-1.590736,1.383294,0.997560
31360,261.333333,-1.549536,1.384083,1.000217,,,,-1.593861,1.382711,0.996685
31361,261.341667,-1.552106,1.384300,0.998935,,,,-1.596377,1.382405,0.995371
31362,261.350000,-1.554967,1.384813,0.997315,,,,-1.598197,1.382192,0.994716
31363,261.358333,-1.557443,1.385005,0.995950,,,,-1.601146,1.381767,0.993470
31364,261.366667,-1.559898,1.385201,0.994601,,,,-1.603713,1.381336,0.991930
31365,261.375000,-1.562379,1.385344,0.993203,,,,-1.606125,1.380905,0.990561
31366,261.383333,-1.564867,1.385463,0.991792,,,,-1.608512,1.380470,0.989146
31367,261.391667,-1.567264,1.385552,0.990413,,,,-1.610978,1.380008,0.987676
31368,261.400000,-1.569561,1.385572,0.989025,,,,-1.613295,1.379568,0.986135
31369,261.408333,-1.571866,1.385588,0.987652,,,,-1.615558,1.379042,0.984683
31370,261.416667,-1.574096,1.385607,0.986400,,,,-1.617756,1.378518,0.983378
31371,261.425000,-1.576235,1.385579,0.985154,,,,-1.619831,1.377947,0.982136
31372,261.433333,-1.578280,1.385440,0.984044,,,,-1.621761,1.377426,0.981013
31373,261.441667,-1.580144,1.385380,0.983048,,,,-1.623642,1.376867,0.979972
31374,261.450000,-1.582000,1.385281,0.982093,,,,-1.625392,1.376320,0.979016
31375,261.458333,-1.583751,1.385147,0.981301,,,,-1.627066,1.375828,0.978201
31376,261.466667,-1.585322,1.385011,0.980559,,,,-1.628556,1.375316,0.977461
31377,261.475000,-1.586707,1.384915,0.979944,,,,-1.629884,1.374879,0.976820
31378,261.483333,-1.587951,1.384835,0.979250,,,,-1.631054,1.374468,0.976197
31379,261.491667,-1.589035,1.384701,0.978634,,,,-1.632034,1.374142,0.975706
31380,261.500000,-1.589898,1.384629,0.978111,,,,-1.632833,1.373856,0.975177
31381,261.508333,-1.590618,1.384581,0.977545,,,,-1.633492,1.373679,0.974605
31382,261.516667,-1.591100,1.384590,0.977135,,,,-1.633966,1.373513,0.974167
31383,261.525000,-1.591458,1.384582,0.976672,,,,-1.634265,1.373434,0.973722
31384,261.533333,-1.591653,1.384616,0.976229,,,,-1.634472,1.373366,0.973325
31385,261.541667,-1.591778,1.384691,0.975822,,,,-1.634598,1.373328,0.972927
31386,261.550000,-1.591921,1.384784,0.975428,,,,-1.634705,1.373301,0.972507
31387,261.558333,-1.592100,1.384838,0.974966,,,,-1.634863,1.373260,0.972126
31388,261.566667,-1.592328,1.384894,0.974556,,,,-1.635043,1.373212,0.971755
31389,261.575000,-1.592673,1.384905,0.974023,,,,-1.635290,1.373165,0.971353
31390,261.583333,-1.593050,1.384927,0.973483,,,,-1.635602,1.373073,0.970881
31391,261.591667,-1.593593,1.384932,0.972850,,,,-1.636017,1.372950,0.970334
31392,261.600000,-1.594194,1.384908,0.972169,,,,-1.636575,1.372780,0.969680
31393,261.608333,-1.594838,1.384850,0.971416,,,,-1.637197,1.372526,0.969011
31394,261.616667,-1.595515,1.384815,0.970652,,,,-1.637923,1.372267,0.968195
31395,261.625000,-1.596312,1.384754,0.969856,,,,-1.638712,1.371967,0.967266
31396,261.633333,-1.597119,1.384681,0.968993,,,,-1.639493,1.371690,0.966398
31397,261.641667,-1.597923,1.384590,0.968099,,,,-1.640234,1.371417,0.965531
31398,261.650000,-1.598639,1.384505,0.967168,,,,-1.640898,1.371181,0.964658
31399,261.658333,-1.599290,1.384499,0.966207,,,,-1.641477,1.371004,0.963721
31400,261.666667,-1.599762,1.384521,0.965232,,,,-1.641989,1.370853,0.962751
31401,261.675000,-1.600214,1.384526,0.964167,,,,-1.642403,1.370741,0.961733
31402,261.683333,-1.600584,1.384511,0.963076,,,,-1.642722,1.370652,0.960712
31403,261.691667,-1.600904,1.384532,0.962051,,,,-1.642968,1.370587,0.959699
31404,261.700000,-1.601123,1.384601,0.960955,,,,-1.643220,1.370539,0.958660
31405,261.708333,-1.601364,1.384595,0.959863,,,,-1.643406,1.370502,0.957621
31406,261.716667,-1.601688,1.384583,0.958876,,,,-1.643710,1.370371,0.956641
31407,261.725000,-1.602030,1.384568,0.957919,,,,-1.643764,1.370408,0.956020
31408,261.733333,-1.602406,1.384506,0.957016,,,,-1.644097,1.370280,0.955173
31409,261.741667,-1.602783,1.384477,0.956209,,,,-1.644686,1.370074,0.954066
31410,261.750000,-1.603128,1.384475,0.955351,,,,-1.645022,1.369982,0.953269
31411,261.758333,-1.603371,1.384462,0.954547,,,,-1.645287,1.369892,0.952514
31412,261.766667,-1.603522,1.384444,0.953702,,,,-1.645360,1.369900,0.951737
31413,261.775000,-1.603536,1.384468,0.952966,,,,-1.645431,1.369871,0.950973
31414,261.783333,-1.603454,1.384534,0.952218,,,,-1.645348,1.369915,0.950297
31415,261.791667,-1.603340,1.384590,0.951501,,,,-1.645159,1.370034,0.949611
31416,261.800000,-1.603260,1.384603,0.950752,,,,-1.645163,1.370027,0.948881
31417,261.808333,-1.603358,1.384553,0.950114,,,,-1.645207,1.370003,0.948253
31418,261.816667,-1.603558,1.384839,0.949407,,,,-1.645330,1.369954,0.947612
31419,261.825000,-1.603744,1.384879,0.948696,,,,-1.645554,1.369876,0.947023
31420,261.833333,-1.604080,1.384795,0.948001,,,,-1.645849,1.369732,0.946385
31421,261.841667,-1.604473,1.384727,0.947247,,,,-1.646139,1.369630,0.945673
31422,261.850000,-1.604739,1.384661,0.946430,,,,-1.646458,1.369505,0.944845
31423,261.858333,-1.605022,1.384595,0.945525,,,,-1.646677,1.369361,0.944006
31424,261.866667,-1.605183,1.384557,0.944503,,,,-1.646864,1.369248,0.943019
31425,261.875000,-1.605132,1.384592,0.943661,,,,-1.647013,1.369165,0.941958
31426,261.883333,-1.605521,1.384464,0.942113,,,,-1.647165,1.369063,0.940778
31427,261.891667,-1.605686,1.384398,0.940852,,,,-1.647316,1.368939,0.939526
31428,261.900000,-1.605914,1.384310,0.939563,,,,-1.647502,1.368796,0.938279
31429,261.908333,-1.606170,1.384205,0.938242,,,,-1.647738,1.368609,0.937039
31430,261.916667,-1.605748,1.383603,0.937737,,,,-1.648088,1.368348,0.935757
31431,261.925000,-1.606710,1.383369,0.935926,,,,-1.648577,1.367943,0.934440
31432,261.933333,-1.607495,1.383770,0.934874,,,,-1.649222,1.367459,0.933048
31433,261.941667,-1.608823,1.383272,0.932545,,,,-1.650042,1.366875,0.931604
31434,261.950000,-1.609394,1.383042,0.932047,,,,-1.650965,1.366328,0.930274
31435,261.958333,-1.610386,1.382713,0.930735,,,,-1.651668,1.365780,0.929290
31436,261.966667,-1.611348,1.382385,0.929433,,,,-1.652802,1.365107,0.927767
31437,261.975000,-1.612252,1.381280,0.927578,,,,-1.653356,1.364645,0.926793
31438,261.983333,-1.613428,1.381429,0.925781,,,,-1.654068,1.364129,0.925468
31439,261.991667,-1.614049,1.380800,0.924365,,,,-1.654911,1.363596,0.923798
31440,262.000000,-1.614484,1.380093,0.923281,,,,-1.655559,1.363016,0.922408
31441,262.008333,-1.616073,1.380015,0.921082,,,,-1.656219,1.362476,0.921047
31442,262.016667,-1.616805,1.379392,0.919827,,,,-1.656849,1.361943,0.919773
31443,262.025000,-1.617663,1.380179,0.918548,,,,-1.657445,1.361426,0.918518
31444,262.033333,-1.618364,1.379478,0.916675,,,,-1.658007,1.360940,0.917281
31445,262.041667,-1.618934,1.379216,0.915290,,,,-1.658516,1.360499,0.915987
31446,262.050000,-1.618340,1.378633,0.914893,,,,-1.658925,1.360070,0.914747
31447,262.058333,-1.618719,1.378319,0.913728,,,,-1.659271,1.359691,0.913613
31448,262.066667,-1.619071,1.378081,0.912568,,,,-1.659533,1.359361,0.912626
31449,262.075000,-1.618964,1.378093,0.912335,,,,-1.659699,1.359111,0.911713
31450,262.083333,-1.619386,1.377709,0.910731,,,,-1.659787,1.358927,0.910894
31451,262.091667,-1.619411,1.377568,0.909949,,,,-1.659845,1.358792,0.910144
31452,262.100000,-1.619384,1.377477,0.909184,,,,-1.659807,1.358707,0.909454
31453,262.108333,-1.619302,1.377380,0.908482,,,,-1.659703,1.358615,0.908823
31454,262.116667,-1.619188,1.377292,0.907764,,,,-1.659632,1.358556,0.908141
31455,262.125000,-1.619076,1.377211,0.906988,,,,-1.659525,1.358496,0.907428
31456,262.133333,-1.619025,1.377137,0.906211,,,,-1.659459,1.358389,0.906660
31457,262.141667,-1.618921,1.377011,0.905313,,,,-1.659373,1.358291,0.905809
31458,262.150000,-1.618868,1.376865,0.904393,,,,-1.659284,1.358168,0.904978
31459,262.158333,-1.618808,1.376701,0.903488,,,,-1.659269,1.358000,0.904113
31460,262.166667,-1.618708,1.376558,0.902604,,,,-1.659171,1.357875,0.903259
31461,262.175000,-1.618563,1.376462,0.901708,,,,-1.659053,1.357802,0.902435
31462,262.183333,-1.618324,1.376382,0.900820,,,,-1.658805,1.357778,0.901632
31463,262.191667,-1.617950,1.376334,0.899992,,,,-1.658495,1.357767,0.900833
31464,262.200000,-1.617387,1.376339,0.899239,,,,-1.657970,1.357896,0.900097
31465,262.208333,-1.616664,1.376424,0.898594,,,,-1.657297,1.358088,0.899471
31466,262.216667,-1.615844,1.376604,0.898063,,,,-1.656549,1.358392,0.898960
31467,262.225000,-1.614954,1.376791,0.897623,,,,-1.655734,1.358719,0.898520
31468,262.233333,-1.614084,1.376973,0.897215,,,,-1.654851,1.359071,0.898142
31469,262.241667,-1.612871,1.377381,0.897649,,,,-1.654051,1.359406,0.897802
31470,262.250000,-1.612363,1.377341,0.896671,,,,-1.653288,1.359718,0.897518
31471,262.258333,-1.611579,1.377550,0.896489,,,,-1.652588,1.360087,0.897337
31472,262.266667,-1.610811,1.377748,0.896379,,,,-1.651896,1.360410,0.897216
31473,262.275000,-1.609785,1.378185,0.897060,,,,-1.651232,1.360737,0.897161
31474,262.283333,-1.609404,1.378120,0.896332,,,,-1.650597,1.361048,0.897119
31475,262.291667,-1.608741,1.378313,0.896346,,,,-1.649967,1.361388,0.897186
31476,262.300000,-1.607770,1.378771,0.897121,,,,-1.649363,1.361715,0.897225
31477,262.308333,-1.607463,1.378753,0.896473,,,,-1.648748,1.362030,0.897277
31478,262.316667,-1.606537,1.379167,0.897272,,,,-1.648213,1.362334,0.897364
31479,262.325000,-1.606264,1.379113,0.896652,,,,-1.647675,1.362601,0.897430
31480,262.333333,-1.605486,1.379508,0.897479,,,,-1.647224,1.362862,0.897545
31481,262.341667,-1.605355,1.379429,0.896899,,,,-1.646807,1.363063,0.897644
31482,262.350000,-1.604706,1.379781,0.897748,,,,-1.646504,1.363268,0.897766
31483,262.358333,-1.604451,1.379900,0.897921,,,,-1.646266,1.363427,0.897912
31484,262.366667,-1.604537,1.379769,0.897386,,,,-1.646039,1.363555,0.898080
31485,262.375000,-1.604272,1.379839,0.897559,,,,-1.645822,1.363711,0.898288
31486,262.383333,-1.603720,1.380198,0.898486,,,,-1.645599,1.363857,0.898460
31487,262.391667,-1.603466,1.380310,0.898702,,,,-1.645370,1.364021,0.898649
31488,262.400000,-1.603497,1.380194,0.898226,,,,-1.645105,1.364177,0.898885
31489,262.408333,-1.602854,1.380565,0.899271,,,,-1.644809,1.364398,0.899192
31490,262.416667,-1.602494,1.380674,0.899594,,,,-1.644506,1.364614,0.899510
31491,262.425000,-1.602384,1.380684,0.899283,,,,-1.644078,1.364903,0.899859
31492,262.433333,-1.601829,1.380912,0.899705,,,,-1.643573,1.365273,0.900297
31493,262.441667,-1.600848,1.381429,0.900910,,,,-1.642956,1.365645,0.900738
31494,262.450000,-1.600438,1.381486,0.900771,,,,-1.642253,1.366075,0.901218
31495,262.458333,-1.599563,1.381817,0.901421,,,,-1.641464,1.366593,0.901830
31496,262.466667,-1.598637,1.382178,0.902155,,,,-1.640596,1.367127,0.902517
31497,262.475000,-1.597718,1.382218,0.902887,,,,-1.639709,1.367697,0.903246
31498,262.483333,-1.596707,1.382599,0.903757,,,,-1.638749,1.368310,0.904047
31499,262.491667,-1.595577,1.383031,0.904688,,,,-1.637693,1.368964,0.904937
31500,262.500000,-1.593750,1.383728,0.906737,,,,-1.636576,1.369637,0.905848
31501,262.508333,-1.592484,1.384204,0.907680,,,,-1.635378,1.370334,0.906729
31502,262.516667,-1.591686,1.384350,0.907482,,,,-1.634053,1.371062,0.907531
31503,262.525000,-1.590153,1.384759,0.908341,,,,-1.632646,1.371852,0.908339
31504,262.533333,-1.588557,1.385220,0.909092,,,,-1.631126,1.372622,0.909001
31505,262.541667,-1.586726,1.385964,0.909848,,,,-1.629501,1.373425,0.909593
31506,262.550000,-1.584971,1.386371,0.910452,,,,-1.627836,1.374174,0.910108
31507,262.558333,-1.583184,1.386758,0.910948,,,,-1.626125,1.374972,0.910512
31508,262.566667,-1.581496,1.387146,0.911241,,,,-1.624400,1.375713,0.910885
31509,262.575000,-1.579629,1.387203,0.911807,,,,-1.622680,1.376381,0.911192
31510,262.583333,-1.577868,1.387804,0.912156,,,,-1.620939,1.377105,0.911561
31511,262.591667,-1.575997,1.387856,0.912725,,,,-1.619245,1.377782,0.911911
31512,262.600000,-1.574380,1.388138,0.913175,,,,-1.617671,1.378331,0.912289
31513,262.608333,-1.572852,1.388681,0.913556,,,,-1.616179,1.378949,0.912665
31514,262.616667,-1.571344,1.388606,0.914187,,,,-1.614770,1.379477,0.913136
31515,262.625000,-1.570070,1.389134,0.914699,,,,-1.613495,1.379987,0.913643
31516,262.633333,-1.568821,1.389330,0.915220,,,,-1.612320,1.380449,0.914143
31517,262.641667,-1.567778,1.389548,0.915817,,,,-1.611260,1.380879,0.914651
31518,262.650000,-1.566719,1.389652,0.916255,,,,-1.610316,1.381219,0.915117
31519,262.658333,-1.565848,1.389806,0.916780,,,,-1.609425,1.381577,0.915580
31520,262.666667,-1.565069,1.389921,0.917266,,,,-1.608675,1.381855,0.916000
31521,262.675000,-1.564421,1.390025,0.917722,,,,-1.608064,1.382058,0.916421
31522,262.683333,-1.563883,1.390163,0.918150,,,,-1.607539,1.382293,0.916808
31523,262.691667,-1.563373,1.390218,0.918521,,,,-1.607086,1.382494,0.917187
31524,262.700000,-1.562954,1.390277,0.918911,,,,-1.606695,1.382663,0.917559
31525,262.708333,-1.562577,1.390341,0.919324,,,,-1.606351,1.382839,0.917940
31526,262.716667,-1.562166,1.390411,0.919811,,,,-1.605947,1.383067,0.918326
31527,262.725000,-1.561574,1.390497,0.920218,,,,-1.605424,1.383357,0.918787
31528,262.733333,-1.560867,1.390596,0.920715,,,,-1.604722,1.383660,0.919244
31529,262.741667,-1.560075,1.390697,0.921314,,,,-1.603944,1.383957,0.919732
31530,262.750000,-1.559077,1.390776,0.921817,,,,-1.603006,1.384292,0.920261
31531,262.758333,-1.558088,1.390895,0.922506,,,,-1.601999,1.384630,0.920804
31532,262.766667,-1.556965,1.391037,0.923114,,,,-1.600956,1.385019,0.921393
31533,262.775000,-1.555813,1.391144,0.923822,,,,-1.599824,1.385410,0.922063
31534,262.783333,-1.554667,1.391264,0.924628,,,,-1.598679,1.385776,0.922789
31535,262.791667,-1.553518,1.391346,0.925486,,,,-1.597564,1.386136,0.923600
31536,262.800000,-1.552348,1.391435,0.926473,,,,-1.596449,1.386525,0.924528
31537,262.808333,-1.551258,1.391562,0.927553,,,,-1.595330,1.386905,0.925540
31538,262.816667,-1.550197,1.391677,0.928676,,,,-1.594284,1.387232,0.926597
31539,262.825000,-1.549203,1.391753,0.929973,,,,-1.593275,1.387577,0.927789
31540,262.833333,-1.548115,1.391805,0.931266,,,,-1.592265,1.387915,0.929098
31541,262.841667,-1.547025,1.391870,0.932613,,,,-1.591227,1.388247,0.930450
31542,262.850000,-1.545986,1.391945,0.934059,,,,-1.590167,1.388611,0.931816
31543,262.858333,-1.544826,1.391984,0.935556,,,,-1.589061,1.388959,0.933244
31544,262.866667,-1.543569,1.392015,0.937067,,,,-1.587800,1.389332,0.934736
31545,262.875000,-1.541939,1.391458,0.939096,,,,-1.586538,1.389643,0.936276
31546,262.883333,-1.540919,1.391787,0.940338,,,,-1.585232,1.389986,0.937769
31547,262.891667,-1.539561,1.391734,0.941798,,,,-1.583855,1.390328,0.939246
31548,262.900000,-1.538138,1.391694,0.943366,,,,-1.582452,1.390653,0.940710
31549,262.908333,-1.536651,1.391613,0.944882,,,,-1.580972,1.390971,0.942207
31550,262.916667,-1.534919,1.391200,0.946752,,,,-1.579476,1.391261,0.943724
31551,262.925000,-1.533639,1.391393,0.947966,,,,-1.577988,1.391522,0.945172
31552,262.933333,-1.531783,1.390917,0.949716,,,,-1.576359,1.391823,0.946505
31553,262.941667,-1.530285,1.391016,0.950799,,,,-1.574611,1.392112,0.947885
31554,262.950000,-1.528510,1.390774,0.952201,,,,-1.572788,1.392375,0.949299
31555,262.958333,-1.526708,1.390478,0.953821,,,,-1.570916,1.392550,0.950796
31556,262.966667,-1.524821,1.390155,0.955301,,,,-1.569031,1.392764,0.952329
31557,262.975000,-1.522934,1.389842,0.956853,,,,-1.567092,1.392959,0.953822
31558,262.983333,-1.521037,1.389463,0.958562,,,,-1.565105,1.393089,0.955452
31559,262.991667,-1.519147,1.389054,0.960444,,,,-1.563108,1.393197,0.957240
31560,263.000000,-1.517208,1.388613,0.962269,,,,-1.561124,1.393255,0.959098
31561,263.008333,-1.515328,1.388116,0.964374,,,,-1.559202,1.393248,0.961138
31562,263.016667,-1.513347,1.387487,0.966528,,,,-1.557136,1.393226,0.963299
31563,263.025000,-1.511375,1.386831,0.968705,,,,-1.555104,1.393141,0.965595
31564,263.033333,-1.509392,1.386117,0.971019,,,,-1.553049,1.393005,0.967974
31565,263.041667,-1.507466,1.385392,0.973456,,,,-1.551080,1.392779,0.970461
31566,263.050000,-1.505560,1.384610,0.975917,,,,-1.549042,1.392552,0.972974
31567,263.058333,-1.503662,1.383837,0.978294,,,,-1.547074,1.392302,0.975472
31568,263.066667,-1.501770,1.383060,0.980644,,,,-1.545040,1.391957,0.978037
31569,263.075000,-1.499787,1.382222,0.983156,,,,-1.543000,1.391647,0.980638
31570,263.083333,-1.497709,1.381313,0.985617,,,,-1.540825,1.391256,0.983247
