Format Version,1.1,Take Name,Take 2026-06-19 04.10.03 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-06-19 04.10.03.102 PM,Total Frames,36281,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker-10000,Marker-10000,Marker-10000,Marker-10001,Marker-10001,Marker-10001,Marker-10002,Marker-10002,Marker-10002
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702712","8392B20CF49E35702712","8392B20CF49E35702712"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
219,1.825000,-1.519138,1.359392,1.052312,-1.539954,1.375195,1.033510,-1.563133,1.366253,1.052832
220,1.833333,-1.519035,1.359489,1.052188,-1.539837,1.375276,1.033360,-1.563046,1.366372,1.052697
221,1.841667,-1.518922,1.359585,1.052031,-1.539724,1.375376,1.033237,-1.562933,1.366463,1.052573
222,1.850000,-1.518808,1.359711,1.051824,-1.539656,1.375448,1.032961,-1.562848,1.366603,1.052364
223,1.858333,-1.518761,1.359785,1.051640,-1.539581,1.375545,1.032766,-1.562823,1.366701,1.052126
224,1.866667,-1.518762,1.359864,1.051436,-1.539548,1.375611,1.032528,-1.562804,1.366783,1.051892
225,1.875000,-1.518752,1.359957,1.051190,-1.539545,1.375679,1.032314,-1.562771,1.366878,1.051720
226,1.883333,-1.518751,1.360047,1.050987,-1.539573,1.375690,1.032031,-1.562763,1.366988,1.051486
227,1.891667,-1.518749,1.360130,1.050802,-1.539566,1.375784,1.031833,-1.562765,1.367079,1.051286
228,1.900000,-1.518725,1.360237,1.050620,-1.539529,1.375889,1.031654,-1.562727,1.367205,1.051097
229,1.908333,-1.518652,1.360343,1.050439,-1.539487,1.375971,1.031470,-1.562667,1.367363,1.050940
230,1.916667,-1.518616,1.360460,1.050300,-1.539428,1.376060,1.031293,-1.562604,1.367440,1.050820
231,1.925000,-1.518606,1.360584,1.050143,-1.539448,1.376186,1.031083,-1.562572,1.367574,1.050681
232,1.933333,-1.518593,1.360699,1.049964,-1.539412,1.376298,1.030904,-1.562564,1.367709,1.050501
233,1.941667,-1.518525,1.360836,1.049719,-1.539280,1.376375,1.030608,-1.562553,1.367905,1.050128
234,1.950000,-1.518332,1.360889,1.049452,-1.538992,1.376450,1.030305,-1.562244,1.368091,1.049870
235,1.958333,-1.517899,1.360989,1.049121,-1.538467,1.376580,1.029930,-1.561767,1.368282,1.049543
236,1.966667,-1.517191,1.361102,1.048719,-1.537676,1.376748,1.029586,-1.561021,1.368612,1.049173
237,1.975000,-1.516123,1.361144,1.048464,-1.536614,1.376877,1.029029,-1.559994,1.368930,1.048728
238,1.983333,-1.514917,1.361218,1.047888,-1.534818,1.377277,1.028778,-1.558252,1.369370,1.048520
239,1.991667,-1.513633,1.361333,1.047311,-1.533483,1.377438,1.028168,-1.556955,1.369775,1.047915
240,2.000000,-1.512351,1.361494,1.046562,-1.532130,1.377623,1.027416,-1.555573,1.370187,1.047293
241,2.008333,-1.511033,1.361664,1.045724,-1.530795,1.377824,1.026597,-1.554221,1.370646,1.046523
242,2.016667,-1.509770,1.361827,1.044820,-1.529442,1.378039,1.025602,-1.552885,1.371164,1.045645
243,2.025000,-1.508535,1.362082,1.043786,-1.528135,1.378338,1.024527,-1.551571,1.371705,1.044619
244,2.033333,-1.507258,1.362433,1.042515,-1.526821,1.378667,1.023180,-1.550295,1.372324,1.043418
245,2.041667,-1.506097,1.362848,1.041147,-1.525639,1.379085,1.021739,-1.549042,1.373001,1.042043
246,2.050000,-1.504953,1.363286,1.039648,-1.524403,1.379473,1.020149,-1.547870,1.373705,1.040475
247,2.058333,-1.503870,1.363793,1.038122,-1.523204,1.379934,1.018428,-1.546713,1.374422,1.038866
248,2.066667,-1.502691,1.364307,1.036393,-1.521970,1.380345,1.016588,-1.545491,1.375242,1.037098
249,2.075000,-1.501511,1.364799,1.034614,-1.520713,1.380803,1.014700,-1.544204,1.375992,1.035274
250,2.083333,-1.500206,1.365167,1.032795,-1.519309,1.381152,1.012758,-1.542823,1.376759,1.033403
251,2.091667,-1.498863,1.365608,1.030993,-1.517811,1.381467,1.010804,-1.541371,1.377461,1.031549
252,2.100000,-1.497375,1.365934,1.029219,-1.516225,1.381791,1.008924,-1.539792,1.378151,1.029742
253,2.108333,-1.495832,1.366279,1.027443,-1.514682,1.382132,1.007067,-1.538198,1.378785,1.027949
254,2.116667,-1.494303,1.366596,1.025711,-1.513061,1.382366,1.005187,-1.536549,1.379445,1.026145
255,2.125000,-1.492739,1.366831,1.023954,-1.511407,1.382550,1.003309,-1.534879,1.380027,1.024399
256,2.133333,-1.491178,1.367066,1.022189,-1.509761,1.382739,1.001436,-1.533214,1.380646,1.022545
257,2.141667,-1.489708,1.367362,1.020430,-1.508161,1.382954,0.999541,-1.531617,1.381193,1.020727
258,2.150000,-1.488314,1.367644,1.018603,-1.506757,1.383143,0.997617,-1.530195,1.381678,1.018873
259,2.158333,-1.487140,1.367970,1.016732,-1.505644,1.383337,0.995673,-1.529002,1.382269,1.017057
260,2.166667,-1.486400,1.368416,1.014865,-1.504959,1.383639,0.993730,-1.528250,1.382780,1.015181
261,2.175000,-1.486055,1.368939,1.013030,-1.504604,1.383984,0.991770,-1.527863,1.383380,1.013256
262,2.183333,-1.486048,1.369530,1.011322,-1.504510,1.384288,0.989880,-1.527760,1.383980,1.011378
263,2.191667,-1.486091,1.370060,1.009646,-1.504568,1.384665,0.988123,-1.527845,1.384542,1.009572
264,2.200000,-1.486210,1.370600,1.008073,-1.504656,1.385024,0.986401,-1.527938,1.385090,1.007820
265,2.208333,-1.486244,1.371096,1.006592,-1.504660,1.385299,0.984724,-1.527987,1.385571,1.006125
266,2.216667,-1.486130,1.371485,1.005102,-1.504572,1.385555,0.983142,-1.527918,1.386003,1.004524
267,2.225000,-1.485983,1.371969,1.003616,-1.504416,1.385793,0.981508,-1.527727,1.386492,1.002906
268,2.233333,-1.485738,1.372334,1.002125,-1.504172,1.386021,0.979864,-1.527477,1.386946,1.001318
269,2.241667,-1.485605,1.372769,1.000685,-1.503964,1.386203,0.978333,-1.527247,1.387334,0.999713
270,2.250000,-1.485220,1.373399,0.999737,-1.503680,1.386606,0.977299,-1.527019,1.387688,0.998221
271,2.258333,-1.485048,1.373705,0.998335,-1.503509,1.386738,0.975815,-1.526796,1.388053,0.996726
272,2.266667,-1.484901,1.374031,0.996913,-1.503371,1.386905,0.974303,-1.526667,1.388353,0.995270
273,2.275000,-1.484782,1.374315,0.995497,-1.503257,1.387050,0.972852,-1.526542,1.388691,0.993754
274,2.283333,-1.484704,1.374616,0.994192,-1.503179,1.387205,0.971433,-1.526427,1.389012,0.992392
275,2.291667,-1.484668,1.374929,0.992911,-1.503211,1.387342,0.970090,-1.526455,1.389273,0.991043
276,2.300000,-1.484774,1.375242,0.991684,-1.503380,1.387494,0.968839,-1.526576,1.389526,0.989818
277,2.308333,-1.485035,1.375549,0.990592,-1.503646,1.387629,0.967732,-1.526821,1.389754,0.988711
278,2.316667,-1.485398,1.375853,0.989667,-1.504070,1.387828,0.966711,-1.527235,1.389973,0.987685
279,2.325000,-1.485884,1.376231,0.988731,-1.504554,1.387981,0.965678,-1.527763,1.390228,0.986668
280,2.333333,-1.486348,1.376601,0.987725,-1.505087,1.388187,0.964666,-1.528286,1.390490,0.985583
281,2.341667,-1.486803,1.376984,0.986884,-1.505579,1.388373,0.963664,-1.528769,1.390726,0.984621
282,2.350000,-1.487257,1.377301,0.985928,-1.506021,1.388536,0.962720,-1.529191,1.390950,0.983674
283,2.358333,-1.487576,1.377562,0.984982,-1.506371,1.388637,0.961730,-1.529580,1.391140,0.982679
284,2.366667,-1.487877,1.377886,0.983997,-1.506679,1.388767,0.960656,-1.529843,1.391355,0.981628
285,2.375000,-1.488070,1.378179,0.982916,-1.506893,1.388888,0.959509,-1.530033,1.391577,0.980495
286,2.383333,-1.488191,1.378462,0.981750,-1.507048,1.388989,0.958248,-1.530210,1.391848,0.979185
287,2.391667,-1.488302,1.378714,0.980549,-1.507221,1.389100,0.956995,-1.530371,1.392039,0.977952
288,2.400000,-1.488621,1.378760,0.978674,-1.507490,1.388916,0.955084,-1.530512,1.392279,0.976563
289,2.408333,-1.488756,1.379435,0.977771,-1.507782,1.389340,0.954133,-1.530864,1.392494,0.975048
290,2.416667,-1.489237,1.379817,0.976254,-1.508253,1.389434,0.952570,-1.531351,1.392729,0.973535
291,2.425000,-1.489870,1.380199,0.974750,-1.509015,1.389584,0.951023,-1.532096,1.392930,0.971971
292,2.433333,-1.490763,1.380700,0.973106,-1.509911,1.389770,0.949292,-1.533053,1.393177,0.970240
293,2.441667,-1.491812,1.381252,0.971468,-1.511074,1.389963,0.947516,-1.534167,1.393475,0.968421
294,2.450000,-1.493070,1.381858,0.969572,-1.512344,1.390154,0.945578,-1.535457,1.393720,0.966446
295,2.458333,-1.494297,1.382399,0.967665,-1.513638,1.390325,0.943529,-1.536784,1.393976,0.964377
296,2.466667,-1.495572,1.382894,0.965548,-1.514976,1.390443,0.941389,-1.538141,1.394181,0.962204
297,2.475000,-1.496868,1.383363,0.963379,-1.516382,1.390578,0.939094,-1.539523,1.394344,0.959895
298,2.483333,-1.498327,1.383909,0.960924,-1.517866,1.390645,0.936596,-1.541003,1.394496,0.957364
299,2.491667,-1.499711,1.384433,0.958303,-1.519404,1.390680,0.933952,-1.542506,1.394670,0.954720
300,2.500000,-1.501160,1.384865,0.955755,-1.520986,1.390748,0.931478,-1.544108,1.394760,0.952125
301,2.508333,-1.502570,1.385268,0.953402,-1.522470,1.390711,0.929102,-1.545676,1.394847,0.949639
302,2.516667,-1.503981,1.385652,0.951033,-1.523951,1.390650,0.926806,-1.547171,1.394872,0.947260
303,2.525000,-1.505456,1.386035,0.948963,-1.525429,1.390623,0.924684,-1.548612,1.394827,0.945130
304,2.533333,-1.506949,1.386342,0.947015,-1.526943,1.390525,0.922734,-1.550070,1.394764,0.943152
305,2.541667,-1.508522,1.386606,0.945216,-1.528618,1.390484,0.920879,-1.551672,1.394699,0.941341
306,2.550000,-1.510105,1.386883,0.943391,-1.530282,1.390376,0.918916,-1.553313,1.394643,0.939512
307,2.558333,-1.511664,1.387137,0.941380,-1.531935,1.390209,0.916916,-1.555055,1.394511,0.937536
308,2.566667,-1.513224,1.387355,0.939347,-1.533582,1.390046,0.914934,-1.556757,1.394362,0.935517
309,2.575000,-1.514760,1.387513,0.937335,-1.535195,1.389869,0.912979,-1.558424,1.394173,0.933442
310,2.583333,-1.516271,1.387643,0.935275,-1.536729,1.389606,0.910944,-1.559964,1.393980,0.931377
311,2.591667,-1.517781,1.387747,0.933159,-1.538281,1.389326,0.908883,-1.561496,1.393723,0.929346
312,2.600000,-1.519336,1.387856,0.931100,-1.539838,1.389023,0.906826,-1.563032,1.393463,0.927332
313,2.608333,-1.520859,1.387969,0.929066,-1.541479,1.388450,0.904293,-1.564569,1.393179,0.925276
314,2.616667,-1.522237,1.388013,0.927018,-1.542769,1.388389,0.902779,-1.566077,1.392905,0.923166
315,2.625000,-1.523519,1.388011,0.924926,-1.544179,1.387716,0.900196,-1.567158,1.392330,0.921366
316,2.633333,-1.524714,1.387913,0.922840,-1.545016,1.387938,0.899254,-1.568630,1.392290,0.919046
317,2.641667,-1.525722,1.387793,0.920818,-1.546467,1.387208,0.896575,-1.569439,1.391655,0.917278
318,2.650000,-1.526589,1.387628,0.918770,-1.547378,1.386750,0.894573,-1.570342,1.391308,0.915279
319,2.658333,-1.527237,1.387494,0.917014,-1.548009,1.386281,0.892735,-1.571259,1.391280,0.913064
320,2.666667,-1.527613,1.387301,0.915278,-1.548245,1.385825,0.891229,-1.571691,1.390992,0.911325
321,2.675000,-1.527750,1.387099,0.913671,-1.548383,1.385450,0.889657,-1.571804,1.390757,0.909754
322,2.683333,-1.527678,1.386887,0.912272,-1.548348,1.385093,0.888306,-1.571723,1.390542,0.908341
323,2.691667,-1.527516,1.386728,0.911185,-1.548177,1.384777,0.887173,-1.571660,1.390110,0.906641
324,2.700000,-1.527334,1.386579,0.910294,-1.547461,1.384459,0.886933,-1.571444,1.389957,0.905669
325,2.708333,-1.527191,1.386496,0.909642,-1.547592,1.384079,0.885831,-1.571093,1.390126,0.905504
326,2.716667,-1.527036,1.386415,0.909152,-1.547438,1.383963,0.885453,-1.571008,1.389812,0.904522
327,2.725000,-1.526926,1.386381,0.908895,-1.547326,1.383890,0.885216,-1.570763,1.390042,0.904771
328,2.733333,-1.526880,1.386374,0.908841,-1.547045,1.383712,0.885601,-1.570742,1.390022,0.904635
329,2.741667,-1.526897,1.386382,0.908828,-1.547292,1.383845,0.885128,-1.570749,1.390031,0.904641
330,2.750000,-1.526946,1.386412,0.908904,-1.547354,1.383862,0.885213,-1.570809,1.390052,0.904745
331,2.758333,-1.527076,1.386467,0.909021,-1.547505,1.383886,0.885291,-1.570917,1.390087,0.904884
332,2.766667,-1.527220,1.386525,0.909075,-1.547638,1.383955,0.885342,-1.571196,1.389886,0.904419
333,2.775000,-1.527289,1.386547,0.909066,-1.547705,1.383650,0.885469,-1.571330,1.389911,0.904393
334,2.783333,-1.527273,1.386537,0.908858,-1.547703,1.383590,0.885285,-1.571383,1.389909,0.904258
335,2.791667,-1.527189,1.386499,0.908532,-1.547623,1.383498,0.884880,-1.571152,1.390139,0.904447
336,2.800000,-1.527058,1.386420,0.908133,-1.547454,1.383413,0.884555,-1.571030,1.390046,0.903990
337,2.808333,-1.526834,1.386324,0.907665,-1.547460,1.383551,0.883776,-1.570805,1.390022,0.903552
338,2.816667,-1.526580,1.386212,0.907123,-1.546772,1.383273,0.883935,-1.570681,1.389677,0.902499
339,2.825000,-1.526347,1.386150,0.906628,-1.546742,1.382959,0.883040,-1.570297,1.389892,0.902461
340,2.833333,-1.526098,1.386033,0.905956,-1.546038,1.382939,0.883204,-1.570034,1.389814,0.901780
341,2.841667,-1.525870,1.385895,0.905239,-1.546260,1.382517,0.881790,-1.569805,1.389715,0.901061
342,2.850000,-1.525621,1.385727,0.904490,-1.545634,1.382481,0.881683,-1.569565,1.389582,0.900251
343,2.858333,-1.525452,1.385597,0.903675,-1.545366,1.382294,0.881005,-1.569382,1.389434,0.899407
344,2.866667,-1.525289,1.385425,0.902841,-1.545720,1.382226,0.879103,-1.569187,1.389290,0.898551
345,2.875000,-1.525096,1.385251,0.901896,-1.544974,1.381810,0.879279,-1.568693,1.388866,0.897981
346,2.883333,-1.524867,1.385049,0.900876,-1.545398,1.381243,0.877320,-1.568732,1.388994,0.896643
347,2.891667,-1.524613,1.384826,0.899759,-1.544478,1.381130,0.877147,-1.568521,1.388789,0.895413
348,2.900000,-1.524260,1.384542,0.898528,-1.544650,1.380408,0.875267,-1.568226,1.388562,0.894164
349,2.908333,-1.523720,1.384230,0.897372,-1.543871,1.380131,0.874435,-1.567676,1.388372,0.892974
350,2.916667,-1.522938,1.383901,0.896048,-1.543328,1.379557,0.872749,-1.566885,1.388162,0.891680
351,2.925000,-1.521949,1.383528,0.894695,-1.542275,1.379095,0.871440,-1.565861,1.387946,0.890244
352,2.933333,-1.520769,1.383080,0.893218,-1.541057,1.378605,0.870010,-1.564677,1.387671,0.888742
353,2.941667,-1.519434,1.382572,0.891720,-1.539633,1.378035,0.868485,-1.563270,1.387385,0.887112
354,2.950000,-1.517904,1.382009,0.889993,-1.538056,1.377380,0.866741,-1.561707,1.387104,0.885337
355,2.958333,-1.516192,1.381565,0.887870,-1.535943,1.376948,0.865200,-1.559849,1.386861,0.883355
356,2.966667,-1.514347,1.380414,0.885319,-1.534393,1.375585,0.861816,-1.557490,1.385734,0.880793
357,2.975000,-1.512361,1.379257,0.882250,-1.532175,1.374344,0.858903,-1.555685,1.385073,0.877169
358,2.983333,-1.510230,1.377695,0.878555,-1.529838,1.372908,0.855467,-1.553525,1.383988,0.873462
359,2.991667,-1.507957,1.376010,0.874528,-1.527801,1.370877,0.850978,-1.551152,1.382620,0.869298
360,3.000000,-1.505610,1.374194,0.870332,-1.525900,1.368821,0.846766,-1.548556,1.381098,0.864858
361,3.008333,-1.503207,1.372192,0.866042,-1.523471,1.366614,0.842412,-1.546161,1.379362,0.860130
362,3.016667,-1.500758,1.370037,0.861587,-1.521118,1.364215,0.837996,-1.543729,1.377392,0.855253
363,3.025000,-1.498489,1.367721,0.857143,-1.518857,1.361659,0.833614,-1.541609,1.375253,0.850387
364,3.033333,-1.496466,1.365187,0.852716,-1.516692,1.358952,0.829365,-1.539324,1.373105,0.845804
365,3.041667,-1.494529,1.362753,0.848540,-1.514729,1.356349,0.825293,-1.537352,1.370883,0.841400
366,3.050000,-1.492885,1.360479,0.844679,-1.511946,1.354427,0.822778,-1.535416,1.368855,0.837653
367,3.058333,-1.491493,1.358343,0.841101,-1.510681,1.351886,0.819344,-1.534031,1.366799,0.833818
368,3.066667,-1.490517,1.356421,0.837816,-1.510317,1.348935,0.815865,-1.532928,1.364848,0.830229
369,3.075000,-1.489491,1.354483,0.834815,-1.509768,1.347081,0.811989,-1.531999,1.363039,0.827060
370,3.083333,-1.488774,1.352713,0.832118,-1.508017,1.345396,0.810588,-1.531190,1.361379,0.824365
371,3.091667,-1.488306,1.351156,0.829851,-1.507564,1.343841,0.808362,-1.530716,1.359888,0.821983
372,3.100000,-1.488052,1.350001,0.828089,-1.508349,1.342062,0.805544,-1.530475,1.358751,0.820106
373,3.108333,-1.487944,1.349263,0.826894,-1.507216,1.341643,0.805521,-1.530322,1.358002,0.818870
374,3.116667,-1.488028,1.348933,0.826184,-1.507877,1.340594,0.804613,-1.530258,1.357655,0.818213
375,3.125000,-1.488056,1.348913,0.826038,-1.507926,1.340548,0.804520,-1.530324,1.357581,0.818065
376,3.133333,-1.488050,1.349064,0.826496,-1.507285,1.341399,0.805114,-1.530551,1.357614,0.818258
377,3.141667,-1.488120,1.349414,0.827129,-1.507378,1.341790,0.805774,-1.530546,1.358106,0.819086
378,3.150000,-1.488217,1.349925,0.828001,-1.507441,1.342323,0.806630,-1.530762,1.358531,0.819807
379,3.158333,-1.488270,1.350541,0.828926,-1.507495,1.342967,0.807499,-1.530729,1.359152,0.820800
380,3.166667,-1.488194,1.351122,0.829769,-1.507773,1.344122,0.807348,-1.530697,1.359737,0.821675
381,3.175000,-1.488143,1.351505,0.830495,-1.508412,1.343819,0.807830,-1.530471,1.360358,0.822521
382,3.183333,-1.488050,1.351710,0.831030,-1.507253,1.344453,0.809417,-1.530299,1.360632,0.823057
383,3.191667,-1.487882,1.351787,0.831259,-1.507145,1.344541,0.809610,-1.530176,1.360717,0.823282
384,3.200000,-1.487768,1.351744,0.831257,-1.507086,1.344495,0.809608,-1.530262,1.360490,0.823114
385,3.208333,-1.487730,1.351684,0.831120,-1.507042,1.344394,0.809469,-1.530262,1.360385,0.822893
386,3.216667,-1.487770,1.351598,0.830888,-1.507072,1.344296,0.809248,-1.530290,1.360294,0.822645
387,3.225000,-1.487904,1.351507,0.830571,-1.508220,1.343843,0.807803,-1.530324,1.360314,0.822482
388,3.233333,-1.488105,1.351360,0.830247,-1.507404,1.343999,0.808677,-1.530506,1.360206,0.822200
389,3.241667,-1.488470,1.351274,0.829952,-1.507965,1.344293,0.807523,-1.530698,1.360081,0.822027
390,3.250000,-1.488755,1.351302,0.829830,-1.508187,1.344259,0.807448,-1.530974,1.360004,0.821920
391,3.258333,-1.489046,1.351397,0.829934,-1.508405,1.344356,0.807517,-1.531316,1.359930,0.821836
392,3.266667,-1.489006,1.351512,0.830130,-1.508146,1.344074,0.808628,-1.531458,1.360083,0.822008
393,3.275000,-1.489063,1.351623,0.830265,-1.508262,1.344229,0.808829,-1.531537,1.360204,0.822215
394,3.283333,-1.489096,1.351706,0.830451,-1.508293,1.344344,0.809002,-1.531590,1.360311,0.822365
395,3.291667,-1.489111,1.351816,0.830685,-1.508328,1.344459,0.809158,-1.531511,1.360504,0.822689
396,3.300000,-1.489111,1.351944,0.830804,-1.508337,1.344574,0.809299,-1.531523,1.360610,0.822852
397,3.308333,-1.489150,1.352056,0.830913,-1.508369,1.344697,0.809407,-1.531572,1.360707,0.822973
398,3.316667,-1.489257,1.352159,0.830994,-1.508435,1.344776,0.809468,-1.531779,1.360650,0.822876
399,3.325000,-1.489556,1.352256,0.831019,-1.509001,1.345211,0.808493,-1.531845,1.360785,0.823039
400,3.333333,-1.489740,1.352286,0.830937,-1.509197,1.345219,0.808482,-1.532010,1.360858,0.823054
401,3.341667,-1.489954,1.352385,0.830914,-1.510050,1.344881,0.808528,-1.532303,1.360894,0.823025
402,3.350000,-1.490233,1.352429,0.830962,-1.510430,1.344825,0.808343,-1.532587,1.360853,0.823038
403,3.358333,-1.490587,1.352526,0.830907,-1.509984,1.345459,0.808561,-1.532786,1.361024,0.823168
404,3.366667,-1.490578,1.352691,0.831163,-1.509765,1.345245,0.809626,-1.532987,1.361129,0.823319
405,3.375000,-1.490777,1.352777,0.831352,-1.509914,1.345375,0.809849,-1.533334,1.361036,0.823336
406,3.383333,-1.490913,1.352951,0.831570,-1.510044,1.345489,0.810094,-1.533351,1.361351,0.823729
407,3.391667,-1.491036,1.353146,0.831825,-1.510177,1.345696,0.810333,-1.533526,1.361525,0.824012
408,3.400000,-1.491377,1.353533,0.832102,-1.511145,1.345415,0.810371,-1.533762,1.361713,0.824332
409,3.408333,-1.491729,1.353785,0.832427,-1.511227,1.347081,0.809405,-1.534186,1.361942,0.824660
410,3.416667,-1.492286,1.354072,0.832792,-1.511781,1.347361,0.809711,-1.534576,1.362214,0.825170
411,3.425000,-1.492829,1.354351,0.833110,-1.513116,1.346510,0.810353,-1.535485,1.362377,0.825354
412,3.433333,-1.493591,1.354864,0.833512,-1.512863,1.347283,0.811868,-1.536308,1.362645,0.825747
413,3.441667,-1.494710,1.355173,0.833692,-1.514674,1.346603,0.811998,-1.537205,1.362920,0.826155
414,3.450000,-1.495502,1.355540,0.834031,-1.515119,1.348641,0.811062,-1.538195,1.363148,0.826496
415,3.458333,-1.496554,1.355948,0.834254,-1.516097,1.348920,0.811386,-1.539105,1.363417,0.826878
416,3.466667,-1.497533,1.356351,0.834558,-1.517053,1.349221,0.811695,-1.540136,1.363601,0.827190
417,3.475000,-1.498551,1.356692,0.834840,-1.518289,1.348315,0.813116,-1.541160,1.363802,0.827511
418,3.483333,-1.499409,1.357002,0.835047,-1.518495,1.349245,0.813623,-1.542247,1.363978,0.827764
419,3.491667,-1.500588,1.357395,0.835234,-1.520343,1.348955,0.813572,-1.543258,1.364220,0.828114
420,3.500000,-1.501716,1.357730,0.835354,-1.519595,1.351680,0.813636,-1.544308,1.364425,0.828490
421,3.508333,-1.502839,1.358084,0.835732,-1.520728,1.351982,0.814011,-1.545528,1.364635,0.828828
422,3.516667,-1.503906,1.358625,0.836103,-1.521840,1.352363,0.814453,-1.546686,1.364902,0.829297
423,3.525000,-1.504853,1.359229,0.836724,-1.522938,1.352797,0.815036,-1.547735,1.365297,0.829970
424,3.533333,-1.505914,1.359813,0.837356,-1.524054,1.353266,0.815717,-1.548807,1.365705,0.830775
425,3.541667,-1.507022,1.360453,0.838182,-1.525146,1.353855,0.816505,-1.550007,1.366109,0.831588
426,3.550000,-1.508039,1.361079,0.839080,-1.528001,1.352092,0.817536,-1.551041,1.366641,0.832579
427,3.558333,-1.508925,1.361741,0.840044,-1.527162,1.355023,0.818450,-1.551970,1.367208,0.833716
428,3.566667,-1.509769,1.362411,0.841126,-1.528020,1.355738,0.819561,-1.552839,1.367802,0.834926
429,3.575000,-1.510614,1.363152,0.842250,-1.528890,1.356444,0.820683,-1.553542,1.368476,0.836233
430,3.583333,-1.511495,1.363947,0.843444,-1.529745,1.357121,0.821871,-1.554659,1.368901,0.837285
431,3.591667,-1.512302,1.365058,0.844980,-1.531904,1.356642,0.822380,-1.555557,1.369372,0.838344
432,3.600000,-1.513194,1.365405,0.845889,-1.533210,1.357182,0.823161,-1.556559,1.369973,0.839646
433,3.608333,-1.514077,1.366154,0.847174,-1.533104,1.358535,0.824466,-1.557378,1.370602,0.841033
434,3.616667,-1.514824,1.367121,0.848790,-1.533804,1.359541,0.826424,-1.558338,1.371178,0.842423
435,3.625000,-1.515868,1.368006,0.850097,-1.535649,1.359732,0.827188,-1.559284,1.371759,0.843806
436,3.633333,-1.516677,1.368314,0.851182,-1.536810,1.360430,0.828199,-1.560262,1.372330,0.845170
437,3.641667,-1.517755,1.368971,0.852343,-1.537769,1.361118,0.829507,-1.561091,1.372937,0.846644
438,3.650000,-1.518413,1.369595,0.853781,-1.538019,1.361990,0.830813,-1.562088,1.373415,0.847974
439,3.658333,-1.519174,1.370218,0.855020,-1.538769,1.362650,0.831996,-1.562856,1.373937,0.849293
440,3.666667,-1.519744,1.370769,0.856241,-1.539887,1.363200,0.833169,-1.563498,1.374475,0.850643
441,3.675000,-1.520320,1.371288,0.857305,-1.539785,1.363692,0.834335,-1.563962,1.374962,0.851936
442,3.683333,-1.520301,1.371743,0.858618,-1.540011,1.364404,0.835653,-1.564079,1.375493,0.853186
443,3.691667,-1.520374,1.372180,0.859677,-1.540083,1.364898,0.836697,-1.564158,1.375910,0.854254
444,3.700000,-1.520278,1.372546,0.860632,-1.540464,1.365514,0.837395,-1.564007,1.376342,0.855240
445,3.708333,-1.520182,1.372855,0.861495,-1.540317,1.365924,0.838212,-1.563907,1.376643,0.856056
446,3.716667,-1.520026,1.373105,0.862200,-1.539760,1.366127,0.839129,-1.563640,1.376957,0.856775
447,3.725000,-1.519899,1.373284,0.862794,-1.540122,1.366510,0.839465,-1.563563,1.377132,0.857345
448,3.733333,-1.519823,1.373442,0.863225,-1.540114,1.366702,0.839862,-1.563514,1.377297,0.857755
449,3.741667,-1.519816,1.373543,0.863557,-1.540155,1.366856,0.840148,-1.563583,1.377383,0.858052
450,3.750000,-1.519884,1.373587,0.863705,-1.539602,1.366920,0.840812,-1.563685,1.377433,0.858205
451,3.758333,-1.520045,1.373622,0.863764,-1.539886,1.366872,0.840588,-1.563795,1.377453,0.858328
452,3.766667,-1.520178,1.373632,0.863744,-1.539961,1.366837,0.840608,-1.563879,1.377451,0.858344
453,3.775000,-1.520240,1.373616,0.863697,-1.539728,1.366817,0.840912,-1.563926,1.377435,0.858319
454,3.783333,-1.520229,1.373593,0.863656,-1.539695,1.366799,0.840898,-1.563968,1.377365,0.858260
455,3.791667,-1.520168,1.373553,0.863627,-1.539542,1.366903,0.840956,-1.563829,1.377395,0.858247
